Parth_Priority,Claude_Priority,Location_Tier,Priority_Score,Action,Difficulty_Tier,Company,Role,Location,Competitiveness_Score,Resume_Match_Score,Cold_Email_Score,Recency_Score,Apply_Link,Date_Posted
62.0,55.5,1,46,Apply Soon,3,Bank of Montreal,Data Analyst – Co-op/Intern - Anti Money Laundering,"Chicago, IL",6,4,3,6,"=HYPERLINK(""https://bmo.wd3.myworkdayjobs.com/Privileged/job/Chicago-IL-USA/Data-Analyst--Anti-Money-Laundering--Summer-2026--Co-op-Internship----10-Weeks_R260003434-2?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
62.0,55.5,1,46,Apply Soon,3,ASSA ABLOY,Data Analyst Intern,"Lake Forest, CA",6,4,3,6,"=HYPERLINK(""https://assaabloy.jobs2web.com/job/Lake-Forest-Data-Analyst-Intern-CA-92610/1366448533/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
62.0,55.5,1,40,Low Priority,3,Danaher Corporation,Hardware Engineering Intern,"Oceanside, CA",8,4,3,6,"=HYPERLINK(""https://danaher.wd1.myworkdayjobs.com/danaherjobs/job/Vista-California-United-States/Hardware-Engineering-Intern_R1306213?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
62.0,55.5,1,40,Low Priority,3,Bio-Techne,Hardware Engineering Intern,"San Jose, CA",8,4,3,6,"=HYPERLINK(""https://biotechne.wd5.myworkdayjobs.com/en-US/Biotechne/job/San-Jose-CA/Hardware-Engineering-Intern_JR101533?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
61.5,58.5,1,48,Apply Soon,3,Triumph,Associate Data Analyst Intern,"Dallas, TX",6,5,4,5,"=HYPERLINK(""https://tbkbank.wd1.myworkdayjobs.com/tfin/job/Dallas-TX/Associate-Data-Analyst-Intern---Summer-2026_REQ-4716?utm_source=Simplify&ref=Simplify"",""Apply"")",
61.0,58.0,3,53,Apply Soon,2,Rivian,UIUC Research Park Intern - Embedded Systems Software - Summer 2026,"Urbana, IL",8,6,4,8,"=HYPERLINK(""https://careers.rivian.com/jobs/27833?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
61.0,63.5,2,52,Apply Soon,1,Airspace Intelligence,Software Engineer Intern - Summer,"Boston, MA",8,7,6,5,"=HYPERLINK(""https://jobs.ashbyhq.com/airspace-intelligence.com/8d49943d-197e-4b14-b4cf-3df91c7f8437/application?utm_source=Simplify&ref=Simplify"",""Apply"")",
61.0,63.5,2,52,Apply Soon,3,Etsy,Software Engineering Intern,"Brooklyn, NY",8,7,6,5,"=HYPERLINK(""https://etsy.wd5.myworkdayjobs.com/Etsy_Careers/job/Brooklyn-New-York/Software-Engineering-Intern--2026--Brooklyn--NY-_JR5371?utm_source=Simplify&ref=Simplify"",""Apply"")",
61.0,63.5,2,52,Apply Soon,3,Virtru,Software Developer Intern - Platform Web,"Washington, DC",8,7,6,5,"=HYPERLINK(""https://job-boards.greenhouse.io/virtru/jobs/4653403005?utm_source=Simplify&ref=Simplify"",""Apply"")",
61.0,63.5,2,52,Apply Soon,3,Klaviyo,Full-stack Software Engineer Intern,"Boston, MA",8,7,6,5,"=HYPERLINK(""https://job-boards.greenhouse.io/klaviyocampus/jobs/7603083003?utm_source=Simplify&ref=Simplify"",""Apply"")",
61.0,63.5,2,52,Apply Soon,3,Cambridge Associates,Data Science Intern,"Boston, MA",8,7,6,5,"=HYPERLINK(""https://cambridgeassociates.wd5.myworkdayjobs.com/Cambridge_Associates/job/Boston/Data-Science-Intern_JR0000130?utm_source=Simplify&ref=Simplify"",""Apply"")",
61.0,63.5,2,52,Apply Soon,3,Cambridge Associates,Data Science Intern,"Boston, MA",8,7,6,5,"=HYPERLINK(""https://cambridgeassociates.wd5.myworkdayjobs.com/Handshake/job/Boston/Data-Science-Intern_JR0000130-2?utm_source=Simplify&ref=Simplify"",""Apply"")",
61.0,63.5,2,52,Apply Soon,3,Hearst,Rebele Data Science Intern,NYC,8,7,6,5,"=HYPERLINK(""https://eevd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2025824?utm_source=Simplify&ref=Simplify"",""Apply"")",
60.5,61.0,4,59,Apply Soon,3,Wex,Intern Software Engineer,Remote in USA,8,7,6,8,"=HYPERLINK(""https://wexinc.wd5.myworkdayjobs.com/en-US/WEXInc/job/US---Remote/Intern---Software-Engineer_R19178?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
60.5,61.0,4,59,Apply Soon,3,Pearson,Associate – AI Scientist Intern,Remote in USA,8,7,6,8,"=HYPERLINK(""https://hccz.fa.em3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/22900?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
60.5,59.0,2,48,Apply Soon,3,ezCater,Data Engineer Intern,"Boston, MA",8,6,4,6,"=HYPERLINK(""https://job-boards.greenhouse.io/ezcaterinc/jobs/5059469007?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
60.5,59.0,2,48,Apply Soon,3,Stand Together,KIP Summer 2026 – Policy Data Analyst Intern - Empire Center for Public Policy,NYC,8,6,4,6,"=HYPERLINK(""https://jobs.lever.co/standtogether/722304ac-1db1-4f48-aa39-0d4faf10af7e/apply?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
60.0,60.0,1,43,Low Priority,3,General Dynamics Mission Systems,Software Engineer Intern,"Orlando, FL",8,6,4,4,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/70853/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
60.0,60.0,1,43,Low Priority,3,Copart,Software Engineering Intern,"Dallas, TX",8,6,4,4,"=HYPERLINK(""https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR106983?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
60.0,60.0,1,43,Low Priority,3,ByteDance,Benefits Operation Data Analyst Project Intern,"San Jose, CA",8,6,4,4,"=HYPERLINK(""https://jobs.bytedance.com/en/position/7605524889478842677/detail?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
59.5,63.0,3,63,Apply Soon,3,EquipmentShare,Software Engineer Intern,"Columbia, MO",6,7,8,6,"=HYPERLINK(""https://www.equipmentshare.com/careers/openings/?gh_jid=7600005&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
59.5,65.0,2,52,Apply Soon,3,Root Access,Firmware / Embedded Engineer – Intern,NYC,8,8,6,4,"=HYPERLINK(""https://jobs.ashbyhq.com/root-access/ca7bc32d-5f10-49db-b569-2a7c94da484e/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
59.0,51.0,3,48,Apply Soon,3,Northrop Grumman,Hardware Engineering Intern,"Aurora, CO",8,4,3,9,"=HYPERLINK(""https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Colorado-Aurora/XMLNAME-2026-Hardware-Engineering-Intern_R10224505?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-03-03
59.0,60.5,2,48,Apply Soon,3,TikTok,Software Engineer Intern - Commerce Ads - 2026 Summer,"Seattle, WA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7595346355196954933?utm_source=Simplify&ref=Simplify"",""Apply"")",
59.0,60.5,2,54,Apply Soon,3,Autostore,Software Engineering Intern - Summer,"Denver, CO",6,7,4,5,"=HYPERLINK(""https://autostore.wd3.myworkdayjobs.com/autostore/job/Denver-USA/Software-Engineering-Intern_JR102345?utm_source=Simplify&ref=Simplify"",""Apply"")",
59.0,60.5,2,54,Apply Soon,3,AskBio,Intern-IT – AI Team - Data,"Durham, NC",6,7,4,5,"=HYPERLINK(""https://askbio.wd12.myworkdayjobs.com/AskBio/job/Durham-NC/Intern--IT--AI-Team--Data_R26-27?utm_source=Simplify&ref=Simplify"",""Apply"")",
59.0,60.5,2,48,Apply Soon,3,GM financial,Intern – Data Architecture,"Arlington, TX | Irving, TX",8,7,4,5,"=HYPERLINK(""https://fa-exvu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1550?utm_source=Simplify&ref=Simplify"",""Apply"")",
59.0,60.5,2,54,Apply Soon,3,LMI,Data Science Intern - Usps - Summer 2026,"Washington, DC | Vienna, VA",6,7,4,5,"=HYPERLINK(""https://careers-lmi.icims.com/jobs/13490/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",
58.0,53.0,1,38,Low Priority,3,Verkada,Hardware Engineer (Summer Co-op),"San Mateo, CA United States",8,4,3,5,"=HYPERLINK(""https://job-boards.greenhouse.io/verkada/jobs/4135120007"",""Apply"")",
58.0,53.0,1,38,Low Priority,3,Verkada,MBA Intern - Hardware Operations,"San Mateo, CA United States",8,4,3,5,"=HYPERLINK(""https://job-boards.greenhouse.io/verkada/jobs/5021999007"",""Apply"")",
58.0,53.0,1,38,Low Priority,3,TikTok,Frontend Engineer Intern,"San Jose, CA",8,4,3,5,"=HYPERLINK(""https://lifeattiktok.com/search/7595733632086591797?utm_source=Simplify&ref=Simplify"",""Apply"")",
58.0,53.0,1,38,Low Priority,3,Alo Yoga,Engineering Intern - Business Technology Operations - Operations Data & Visibility,"Culver City, CA",8,4,3,5,"=HYPERLINK(""https://boards.greenhouse.io/aloyoga/jobs/5781932004?utm_source=Simplify&ref=Simplify"",""Apply"")",
58.0,53.0,1,44,Low Priority,3,LPL Financial Holdings,Client Success Data Intern,"San Diego, CA",6,4,3,5,"=HYPERLINK(""https://lplfinancial.wd1.myworkdayjobs.com/External/job/San-Diego/XMLNAME-2026-Summer-Internship--Client-Success-Data-Summer-Intern_R-047338-1?utm_source=Simplify&ref=Simplify"",""Apply"")",
57.5,60.0,3,54,Apply Soon,2,Rivian,Software Engineering Intern - Digital Manufacturing Automation,Illinois,8,7,6,6,"=HYPERLINK(""https://careers.rivian.com/jobs/29111?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
57.5,60.0,3,54,Apply Soon,3,Ticketmaster,Intern Software Engineering,"Reston, VA",8,7,6,6,"=HYPERLINK(""https://livenation.wd503.myworkdayjobs.com/en-US/TMExternalSite/details/Intern-Software-Engineering_JR-85192?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
57.5,60.0,3,54,Apply Soon,3,Hearst,Software Engineer Intern,"Tampa, FL",8,7,6,6,"=HYPERLINK(""https://eevd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2026128?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
57.5,60.0,3,54,Apply Soon,3,Parsons,Space Ops Software Engineer Intern,"Colorado Springs, CO",8,7,6,6,"=HYPERLINK(""https://parsons.wd5.myworkdayjobs.com/en-US/search/job/US---CO-Colorado-Springs/Space-Ops-Software-Engineer-Intern--Summer-2026-_R177746-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
57.5,60.0,3,54,Apply Soon,3,Strategic Education,AI Engineering Intern,"Minneapolis, MN",8,7,6,6,"=HYPERLINK(""https://strayer.wd1.myworkdayjobs.com/en-US/SEI/job/Minneapolis-MN/AI-Engineering-Intern_R29538?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
57.5,60.0,3,54,Apply Soon,3,Global Partners,Data Engineering Intern,"Waltham, MA",8,7,6,6,"=HYPERLINK(""https://global.wd1.myworkdayjobs.com/globalpartnerscareers/job/Waltham-MA---Corporate-Headquarters/Data-Engineering-Intern_R0030316?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
57.5,60.0,3,54,Apply Soon,3,Johnson & Johnson,Clinical Data Analytics & AI Intern,"Cincinnati, OH",8,7,6,6,"=HYPERLINK(""https://jj.wd5.myworkdayjobs.com/JJ/job/Cincinnati-Ohio-United-States-of-America/Clinical-Data-Analytics---AI-Intern_R-056069?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
57.5,60.0,3,54,Apply Soon,3,KBR,National Security Solutions AI/ML Intern,"Wright-Patterson AFB, OH",8,7,6,6,"=HYPERLINK(""https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Fairborn-Ohio/National-Security-Solutions--NSS----AI-ML-Intern_R2119305?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
57.5,60.0,3,66,Apply Soon,3,SWBC,AI Intern,"San Antonio, TX",4,7,6,6,"=HYPERLINK(""https://swbc.wd1.myworkdayjobs.com/swbccareers/job/San-Antonio-TX/AI-Intern_R0014508?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
57.5,60.0,3,54,Apply Soon,3,Apex Clean Energy,Data Engineer Intern,"Charlottesville, VA",8,7,6,6,"=HYPERLINK(""https://jobs.smartrecruiters.com/ApexCleanEnergy/744000110245645?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
57.5,60.0,3,54,Apply Soon,3,State Street,Bestx AI Engineer Intern,"Quincy, MA",8,7,6,6,"=HYPERLINK(""https://statestreet.wd1.myworkdayjobs.com/Global/job/Quincy-Massachusetts/BestX-AI-Engineer--Full-time-Internship--July---Dec-2026-_R-784548?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
57.5,60.0,3,54,Apply Soon,3,HARMAN International,Summer Intern - Connectivity Software Engineering,"Novi, MI",8,7,6,6,"=HYPERLINK(""https://harman.wd3.myworkdayjobs.com/HARMAN/job/Novi---Michigan-USA---Cabot-Drive/Summer-Intern---Connectivity-Software-Engineering_R-51739-2026?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
57.5,56.0,1,46,Apply Soon,3,Copart,Software Engineer Intern,"Dallas, TX",6,5,4,4,"=HYPERLINK(""https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR106971?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
57.5,56.0,1,46,Apply Soon,3,Copart,Software Engineer Intern,"Dallas, TX",6,5,4,4,"=HYPERLINK(""https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR106984?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
56.5,62.0,1,44,Low Priority,3,Exa Labs,Software Engineer Intern,SF,8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/exa/a9e01521-66f1-481b-89da-ec01d4620f16/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
56.5,62.0,1,44,Low Priority,3,HeartFlow,Software Engineer Intern - ML Ops / Compute Migration,SF,8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/heartflowinc/jobs/5798443004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
56.5,62.0,1,44,Low Priority,3,Ditto AI,Software Engineer Intern,"Berkeley, CA",8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/dittoai/f4cbce81-94bf-44cb-a2fc-4dcd001175e1/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
56.5,62.0,1,44,Low Priority,3,Resmed,Software Engineer Intern,"San Diego, CA",8,7,6,2,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Software-Engineer-Intern_JR_047747?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
56.5,62.0,1,44,Low Priority,3,Etched.ai,Core Software Engineer Intern,"San Jose, CA",8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/Etched/47e6dec8-2ca6-4359-8cff-0b91bcbf48ea/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
56.5,62.0,1,44,Low Priority,3,Voyager Technologies,Voyager Intern - Software Engineering,"El Segundo, CA",8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/voyagertechnologiesinc/jobs/4117433009?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
56.5,62.0,1,44,Low Priority,3,Resmed,AI Engineer Intern,"San Diego, CA",8,7,6,2,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/AI-Engineer-Intern_JR_047856?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
56.5,62.0,1,44,Low Priority,3,Resmed,Software Engineer Intern,"San Diego, CA",8,7,6,2,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Software-Engineer-Intern_JR_047857?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
56.5,62.0,1,44,Low Priority,3,Apex,Software Engineering Intern - Integrated Solutions,LA,8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/apex-technology-inc/2f1ef6de-1a26-4fa2-a9e5-f660796983ad/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
56.5,62.0,1,44,Low Priority,3,Zip,Software Engineer Intern,SF,8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/zip/8d430f5d-3a7a-4dc5-8859-ff31c4169be2/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
56.5,62.0,1,44,Low Priority,3,Astera Labs,AI/ML Intern Silicon Development Automation,"San Jose, CA",8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/asteraearlycareer2026/jobs/4656081005?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
56.5,62.0,1,44,Low Priority,3,Resmed,Data Engineer Intern,"San Diego, CA",8,7,6,2,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Data-Engineer-Intern_JR_047748?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
56.5,62.0,1,44,Low Priority,3,Resmed,Data Engineer Intern,"San Diego, CA",8,7,6,2,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Data-Engineer-Intern_JR_047864?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
56.5,62.0,1,44,Low Priority,3,Samsung,Software Development Engineer Intern,"Mountain View, CA",8,7,6,2,"=HYPERLINK(""https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/645-Clyde-Avenue-Mountain-View-CA-USA/Software-Development-Engineer-Intern_R113999?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
56.5,62.0,1,44,Low Priority,3,Samsung,Data Analyst & Process Improvement Internship,"Plano, TX",8,7,6,2,"=HYPERLINK(""https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/6625-Excellence-Way-Plano-TX-USA/Data-Analyst---Process-Improvement-Internship_R113991?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
56.5,62.0,1,44,Low Priority,3,Avathon,Data Scientist Intern,"Pleasanton, CA",8,7,6,2,"=HYPERLINK(""https://avathon.com/company/careers-job-listing/?gh_jid=4655247005&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
56.5,62.0,1,44,Low Priority,3,True Anomaly,Flight Software Intern,"Long Beach, CA | Denver, CO",8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/trueanomalyinc/jobs/5047530007?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
56.5,62.0,1,44,Low Priority,3,Etched.ai,Firmware Intern - Firmware,"San Jose, CA",8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/Etched/699f3ab2-07e4-466c-9d76-3d4a3abb4ebc/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
56.5,62.0,1,44,Low Priority,3,Draper,Software Modeling and Validation Intern - Analysis,"Cambridge, MA",8,7,6,2,"=HYPERLINK(""https://draper.wd5.myworkdayjobs.com/Draper_Careers/job/Cambridge-MA/Software-Modeling--Analysis----Validation-Intern_JR002205?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
56.0,67.0,2,53,Apply Soon,3,Gen,Intern - Software Engineering,NYC,8,9,8,2,"=HYPERLINK(""https://gen.wd1.myworkdayjobs.com/careers/job/USA---New-York-New-York/Intern--Software-Engineering---Summer-Internship_55163-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
55.5,57.0,3,51,Apply Soon,3,State Street,Software Engineer - Summer Intern-CRD,"Burlington, MA",8,7,4,6,"=HYPERLINK(""https://statestreet.wd1.myworkdayjobs.com/Global/job/Burlington-Massachusetts/Software-Engineer---Summer-Intern--CRD_R-784737?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
55.5,57.0,3,57,Apply Soon,3,ABB,Software Development Intern-Summer 2026,"Fort Smith, AR",6,7,4,6,"=HYPERLINK(""https://abb.wd3.myworkdayjobs.com/external_career_page/job/Fort-Smith-Arkansas-United-States-of-America/IS-IT---Intern_JR00018016?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
55.5,57.0,3,51,Apply Soon,3,Fresenius Kabi,Intern - Device Software & Systems Engineering,"Andover, MA",8,7,4,6,"=HYPERLINK(""https://freseniusglobal.wd3.myworkdayjobs.com/FK_Careers/job/North-Andover-MA/Intern-Device-Software---Systems-Engineering_R-10210605?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
55.5,57.0,3,57,Apply Soon,3,SWBC,Software Development Intern,"San Antonio, TX",6,7,4,6,"=HYPERLINK(""https://swbc.wd1.myworkdayjobs.com/swbccareers/job/San-Antonio-TX/Software-Development-Intern_R0014488-2?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
55.5,57.0,3,57,Apply Soon,3,Pitney Bowes,Software Engineering Intern,"Shelton, CT",6,7,4,6,"=HYPERLINK(""https://pitneybowes.wd1.myworkdayjobs.com/pbcareers/job/US-CT-Shelton/Software-Engineering-Intern_R21292?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
55.5,57.0,3,57,Apply Soon,3,EquipmentShare,Software Engineer Intern,"Columbia, MO",6,7,4,6,"=HYPERLINK(""https://www.equipmentshare.com/careers/openings/?gh_jid=7622007&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
55.5,57.0,3,57,Apply Soon,3,Entegris,AI-Driven Supply Chain Data & Data Management Intern/Co-op,"Round Rock, TX",6,7,4,6,"=HYPERLINK(""https://entegris.wd1.myworkdayjobs.com/entegriscareers/job/Round-Rock-TX/AI-Driven-Supply-Chain-Data---MDM-Co-Op---Fall-2026_REQ-10161?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
55.5,57.0,3,57,Apply Soon,3,LMI,Data Science Intern - Summer 2026,"Vienna, VA",6,7,4,6,"=HYPERLINK(""https://careers-lmi.icims.com/jobs/13682/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
55.5,57.0,3,57,Apply Soon,3,Genworth Financial,Data Analytics Internship - Summer 2026,"Richmond, VA",6,7,4,6,"=HYPERLINK(""https://gnw.wd1.myworkdayjobs.com/GNW/job/Richmond-Virginia/Data-Analytics-Internship---Summer-2026_REQ-260062?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
55.5,60.5,3,60,Apply Soon,3,Global Partners,Data Science Intern,"Waltham, MA",6,7,8,5,"=HYPERLINK(""https://global.wd1.myworkdayjobs.com/globalpartnerscareers/job/Waltham-MA---Corporate-Headquarters/Data-Science-Intern_R0029915?utm_source=Simplify&ref=Simplify"",""Apply"")",
55.5,60.5,3,60,Apply Soon,3,APEX Analytix,Data Analyst Intern,"Greensboro, NC",6,7,8,5,"=HYPERLINK(""https://ats.rippling.com/apexanalytix-careers/jobs/999da522-f122-4560-8e6e-152bc97f9342?utm_source=Simplify&ref=Simplify"",""Apply"")",
55.5,57.0,3,57,Apply Soon,3,Johnson Controls,Software Developer Intern - Summer,"Westford, MA",6,7,4,6,"=HYPERLINK(""https://jci.wd5.myworkdayjobs.com/JCI/job/Westford-Massachusetts-United-States-of-America/Software-Developer-Intern---Summer_WD30261667-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
55.5,57.0,3,57,Apply Soon,3,Nidec,Software Engineer Intern/Co-op,"Fort Smith, AR",6,7,4,6,"=HYPERLINK(""https://nidec.wd1.myworkdayjobs.com/nidec/job/North-AmericaUSAArkansasFt-Smith-AR/Software-Engineer-Co-Op_R0014409-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
55.0,48.5,3,52,Apply Soon,3,Graybar,Summer 2026 Intern - Data Science,"Chesterfield, MO",6,4,3,8,"=HYPERLINK(""https://graybar.wd1.myworkdayjobs.com/Careers/job/Corporate-Chesterfield-MO/Summer-2026-Intern---Data-Science_R260512?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-28
55.0,48.5,3,52,Apply Soon,3,Johnson Brothers Liquor Company,Finance and Data Analytics Intern,"St Paul, MN",6,4,3,8,"=HYPERLINK(""https://johnsonbrothers.wd5.myworkdayjobs.com/johnsonbrothers/job/St-Paul-MN/Finance-and-Data-Analytics-Intern_R-260218-486?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
55.0,58.0,2,52,Apply Soon,3,Spot & Tango,Software Engineer Intern,NYC,6,7,4,4,"=HYPERLINK(""http://www.spotandtango.com/careers?gh_jid=4660329005&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
55.0,58.0,2,46,Apply Soon,3,Root Access,Software Engineer Intern,NYC,8,7,4,4,"=HYPERLINK(""https://jobs.ashbyhq.com/root-access/174d4e84-1a11-48dd-800f-d6663ea30450/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
55.0,58.0,2,46,Apply Soon,3,Vantage Data Centers,Data Scientist Intern,"Denver, CO",8,7,4,4,"=HYPERLINK(""https://vantagedc.wd1.myworkdayjobs.com/en-US/Vantage/job/Denver-Colorado/Data-Scientist-Intern--NA_R21148?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
54.5,59.0,4,63,Apply Soon,3,BeOne,Summer Internship: AI & People Analytics Intern,Remote in USA,6,7,8,6,"=HYPERLINK(""https://beigene.wd5.myworkdayjobs.com/beigene/job/Remote-US/Summer-Internship--AI---People-Analytics-Intern--Remote-_R33423?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
54.5,59.0,1,41,Low Priority,1,Intuitive Surgical,Software Engineering Intern,"Sunnyvale, CA",8,7,4,2,"=HYPERLINK(""https://jobs.smartrecruiters.com/Intuitive/744000107599647?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
54.5,59.0,1,41,Low Priority,1,Intuitive Surgical,Fullstack Software Engineering Intern,"Sunnyvale, CA",8,7,4,2,"=HYPERLINK(""https://jobs.smartrecruiters.com/Intuitive/744000107328121?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
54.5,59.0,1,41,Low Priority,1,Oracle,Software Development Intern - Global Licensing and Advisory Services,"San Carlos, CA",8,7,4,2,"=HYPERLINK(""https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_45001/job/325487?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
54.5,59.0,1,47,Apply Soon,3,Driscoll's,Information Services – Software Engineering Intern - Application Development,"Aptos, CA",6,7,4,2,"=HYPERLINK(""https://driscolls.wd5.myworkdayjobs.com/driscolls/job/US---Watsonville-California/Information-Services----Software-Engineering-Intern---Application-Development_R0008652?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
