Priority_Score,Action,Difficulty_Tier,Company,Role,Location,Competitiveness_Score,Resume_Match_Score,Cold_Email_Score,Recency_Score,Competitiveness_Reason,Match_Reason,Cold_Email_Reason,Apply_Link,Alumni_Search,Recruiter_Search,Date_Posted
38,Low Priority,3,Samsung,Data Analyst Intern,"Orange, CA",8,6,4,2,"Samsung is a large and well-established company with a strong brand, making it a challenging internship to secure.","The student has experience in data science and software engineering, but lacks direct experience in data analysis, which is the primary role of the internship.","Given the student's lack of direct experience in data analysis, a cold email may not be effective in securing an interview.",https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/3-MacArthur-Place-Santa-Ana-CA-USA/Data-Analyst-Intern_R114051?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Samsung%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Samsung%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-04
47,Apply Soon,3,RESPEC,Student Engineering Intern - Data Science,"Rapid City, SD",6,7,4,2,"RESPEC has a moderate level of selectivity, with a focus on local talent and connections.","The student's experience in software engineering and data science, along with their projects and skills, make them a strong fit for this role.","Given the student's current internship at GE Appliances, a cold email may not be the most effective way to stand out.",https://jobs.smartrecruiters.com/RESPECInc/744000107100902?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22RESPEC%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22RESPEC%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-04
44,Low Priority,3,Sharp Electronics,Intern-Solutions and Services - AI and Data Analytics,"Downers Grove, IL",8,7,6,2,"Sharp Electronics is a well-established company with a strong presence in the electronics industry, but it may not be as well-known for AI and Data Analytics roles, making it a moderately competitive opportunity.","The student's experience in software engineering, particularly with medical imaging apps, and their projects in AI and machine learning, such as the Algorithmic Stock Trading System and RL Clue Agent, demonstrate a strong fit for the role.","Given the student's current internship at GE Appliances, a cold email may not be the most effective approach, but it could be worth a try if the student has a strong connection or referral to the company.",https://careers-sharpusa.icims.com/jobs/8693/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sharp%20Electronics%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sharp%20Electronics%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-04
44,Low Priority,3,Avathon,Data Scientist Intern,"Pleasanton, CA",8,7,6,2,"Avathon is a well-established company with a strong presence in the data science industry, making it moderately selective.","The student's experience in software engineering and data science, along with their projects in machine learning and deep learning, make them a strong fit for the Data Scientist Intern role.","While Avathon is a well-established company, the student's resume does not have any direct connections to the company, making cold emailing a moderately viable option.",https://avathon.com/company/careers-job-listing/?gh_jid=4655247005&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Avathon%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Avathon%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-03
37,Low Priority,3,Four Hands,Data Analytics Intern,"Austin, TX",6,4,3,2,"Four Hands is a well-established company with a strong presence in the furniture industry, but it's not extremely selective.","The resume lacks direct experience in data analytics, and the projects mentioned are mostly focused on machine learning and software engineering.","Given the lack of direct relevance, cold emailing may not be effective in getting the student's attention.",https://job-boards.greenhouse.io/fourhands/jobs/4115689009?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Four%20Hands%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Four%20Hands%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-03
41,Low Priority,3,onsemi,Summer 2026 – Data Analytics and Business Systems Intern,"Scottsdale, AZ",8,7,4,2,"onsemi is a leading semiconductor company with a strong presence in the industry, making it a competitive internship opportunity.","The student's experience in software engineering, data science, and business systems aligns well with the internship's requirements, and their skills in Python, PyTorch, and SQL are relevant to the role.","Given the high competitiveness of the internship, a cold email may not be effective in getting the student's application noticed, especially if they are not already connected to someone within the company.",https://hctz.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/2503718?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22onsemi%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22onsemi%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-03
44,Low Priority,3,XPO,Data Science Intern,"Boston, MA",8,7,6,2,"XPO is a large logistics company with a strong presence in the industry, making it moderately competitive for Data Science Interns.","The student's experience in software engineering and data science, along with their projects in machine learning and deep learning, make them a good fit for the role.","Given the student's current internship at GE Appliances, a cold email may not be the most effective way to stand out, but it could still be worth a try.",https://jobs.xpo.com/job/Boston-Data-Science-Intern-MA-02110/1361291300/?ats=successfactors&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22XPO%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22XPO%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-03
42,Low Priority,3,Sarepta,Machine Learning Scientist – Oligo Research Intern,"Bedford, MA",8,7,6,1,"Sarepta is a biotech company with a strong focus on oligonucleotide-based therapies, requiring a deep understanding of molecular biology and oligo research.","The student has experience with medical imaging and has worked on projects related to health and disease prediction, showing potential for applying machine learning to oligo research.","The student is currently working at GE Appliances, which may indicate a strong interest in industry work, but cold emailing could still be effective if the student is open to exploring opportunities in biotech.",https://sarepta.wd5.myworkdayjobs.com/en-US/sarepta_external/job/Bedford-MA/Machine-Learning-Scientist--Oligo-Research-Intern_R-03118?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sarepta%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sarepta%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-02
38,Low Priority,3,W.R. Berkley,Business and Data Analyst Intern,"Farmington, CT",6,5,4,1,"W.R. Berkley is a large insurance company with a competitive internship program, requiring strong analytical skills and business acumen.","The resume shows some analytical skills, but lacks direct experience in business or insurance, making it a moderate fit for the role.","Given the large size of the company and the competitiveness of the internship program, cold emailing may not be the most effective way to get noticed.",https://careers-berkley.icims.com/jobs/13507/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22W.R.%20Berkley%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22W.R.%20Berkley%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-02
44,Low Priority,3,Graco,AI Engineer Intern,"Minneapolis, MN",6,7,4,1,"Graco is a well-established company with a strong presence in the baby gear and equipment market, but it may not be as well-known for AI engineering roles, making it a moderately competitive company to get into.","The student's experience in software engineering, particularly in medical imaging and embedded systems, and their projects in deep learning and reinforcement learning, make them a strong fit for an AI engineering role at Graco.","Given the student's current internship at GE Appliances, a company in the same industry as Graco, a cold email may not be the most effective way to get their attention, but it could be worth a try if they have a strong connection or referral.",https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Minneapolis-Minnesota-USA-Riverside-Office-Complex/AI-Engineer-Intern_R0021280?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Graco%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Graco%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,2026-02-02
38,Low Priority,3,Alo Yoga,Engineering Intern - Business Technology Operations - Operations Data & Visibility,"Culver City, CA",8,4,3,5,"Alo Yoga is a well-established company with a strong brand presence, requiring a high level of technical expertise and experience in business technology operations.","The resume lacks direct experience in retail or e-commerce, and the projects listed are more focused on software development and data science rather than business operations.","Given the high level of competitiveness and lack of direct relevance, cold emailing may not be the most effective approach to get noticed by the hiring team.",https://boards.greenhouse.io/aloyoga/jobs/5781932004?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Alo%20Yoga%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Alo%20Yoga%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,ABB,AI Developer for Supply Chain Optimization & Data Analytics Intern,"Morrisville, NC | Memphis, TN",8,7,6,5,"ABB is a large, well-established company with a strong presence in the industrial automation sector, making it moderately selective.","The resume showcases experience in software engineering, data science, and AI, which aligns with the requirements of the AI Developer role, and the student has worked with relevant technologies such as PyTorch and Scikit-learn.","Given the student's current internship at GE Appliances, a competitor of ABB, a cold email may not be the most effective approach, but it could still be worth a try if the student has a strong connection or referral.",https://abb.wd3.myworkdayjobs.com/external_career_page/job/USA-NC-Cary/AI-Developer-for-Supply-Chain-Optimization---Data-Analytics-Intern--Summer-2026_JR00020645?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22ABB%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22ABB%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,Crusoe,AI Intern – Digital Infrastructure Group - Summer 2026,SF,8,7,6,5,"Crusoe is a well-established tech company, but it's not as well-known as some other companies in the AI space, making it a moderately competitive opportunity.","The student has experience with AI-related technologies such as PyTorch, TensorFlow, and Scikit-learn, and has worked on projects that demonstrate their skills in these areas.","Given the student's experience and skills, a cold email to the hiring manager or recruiter could be an effective way to get their attention, especially if they can demonstrate a clear understanding of Crusoe's work and how their skills align with the company's needs.",https://jobs.ashbyhq.com/Crusoe/1238af1c-d7fd-44b1-9207-2e98c3233975/application?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Crusoe%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Crusoe%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,PennState University,AI/ML Research and Development Intern,"State College, PA | Reston, VA",8,7,6,5,"PennState University is a top-tier public research university with a strong reputation in AI/ML research, making it a highly competitive internship opportunity.","The student's experience in AI/ML research, including projects such as Algorithmic Stock Trading System and RL Clue Agent, aligns well with the requirements of the AI/ML Research and Development Intern role.","Given the student's current internship at GE Appliances, a cold email may not be the most effective approach, but it could still be worth trying to stand out from other applicants.",https://psu.wd1.myworkdayjobs.com/PSU_Staff/job/Penn-State-University-Park/AI-ML-Research-and-Development-Intern_REQ_0000075248-1?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22PennState%20University%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22PennState%20University%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
44,Low Priority,3,Air Liquide,HSE Data & Automation Intern,"Newark, DE",6,4,3,5,"Air Liquide is a large multinational company, but the role is in a specific location and industry, making it somewhat accessible.","The resume shows some relevant technical skills, but lacks direct experience in HSE or data automation.","Given the specific location and industry, cold emailing may not be highly effective in reaching the right person.",https://airliquidehr.wd3.myworkdayjobs.com/AirLiquideExternalCareer/job/Newark-DE-ICD/HSE-Data---Automation-Intern_R10083535?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Air%20Liquide%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Air%20Liquide%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
38,Low Priority,3,Aristocrat Leisure,Intern – Data Analyst,"Bedford, NH",8,4,3,5,"Aristocrat Leisure is a large gaming company with a strong presence in the industry, making it moderately selective.","The resume lacks direct experience in data analysis, and while it has some relevant projects, they are not specifically related to the gaming industry.","Given the lack of direct connection between the resume and the company, cold emailing may not be the most effective approach.",https://aristocrat.wd3.myworkdayjobs.com/aristocratexternalcareerssite/job/USA---New-Hampshire-Concord/Intern--Data-Analyst_R0020525?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Aristocrat%20Leisure%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Aristocrat%20Leisure%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
44,Low Priority,3,LPL Financial Holdings,Client Success Data Intern,"San Diego, CA",6,4,3,5,"LPL Financial Holdings is a large financial services company with a strong presence in the US, but its internship program is not extremely selective.","The resume lacks direct experience in financial services or data analysis, but the student has experience with software development and data science projects.","Given the student's lack of direct experience and the competitiveness of the company, cold emailing may not be highly effective in securing an interview.",https://lplfinancial.wd1.myworkdayjobs.com/External/job/San-Diego/XMLNAME-2026-Summer-Internship--Client-Success-Data-Summer-Intern_R-047338-1?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22LPL%20Financial%20Holdings%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22LPL%20Financial%20Holdings%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
54,Apply Soon,3,Energy Northwest,Data Architecture Intern,"Richland, WA",6,7,4,5,Energy Northwest is a mid-sized energy company with a relatively open hiring process.,"The resume showcases a strong background in CS and Data Science, with relevant experience in software engineering and data projects.","The company is not extremely selective, but it's also not a well-known company, making cold emailing less effective.",https://energynorthwest.wd1.myworkdayjobs.com/External/job/Richland-WA/Data-Architecture-Intern_REQ26_23?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Energy%20Northwest%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Energy%20Northwest%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
54,Apply Soon,3,AskBio,Intern-IT – AI Team - Data,"Durham, NC",6,7,4,5,"AskBio is a biotech company with a strong focus on gene therapy, which may not directly align with Parth's CS and data science background.","Parth has experience with software engineering, machine learning, and data science, which are relevant to the AI team - Data role at AskBio.","Given the relevance of Parth's skills to the role, a cold email may not be necessary, but could still be effective in highlighting his interest in the position.",https://askbio.wd12.myworkdayjobs.com/AskBio/job/Durham-NC/Intern--IT--AI-Team--Data_R26-27?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AskBio%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AskBio%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
38,Low Priority,3,AskBio,Intern-Data Management,"Durham, NC",8,4,3,5,"AskBio is a biotech company with a strong focus on gene therapy, requiring a high level of technical expertise and industry knowledge.","The resume lacks direct experience in data management or biotech, but has some relevant technical skills such as Python and SQL.","Given the lack of direct connection to the company or the role, cold emailing may not be effective in getting the student's application noticed.",https://askbio.wd12.myworkdayjobs.com/AskBio/job/Durham-NC/Intern-Data-Management_R26-47?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AskBio%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AskBio%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
45,Apply Soon,3,🔥 TikTok,Data Scientist Intern - Vod Data - 2026 Summer,"San Jose, CA",8,6,4,5,"TikTok is a highly competitive company with a strong presence in the tech industry, requiring exceptional skills and experience.","The resume shows some relevant experience in data science and machine learning, but lacks direct experience in video data processing and analysis.",Cold emailing may not be effective due to the high volume of applications and the company's use of applicant tracking systems.,https://lifeattiktok.com/search/7593125551477950725?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20TikTok%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20TikTok%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
44,Low Priority,3,Sharp Electronics,Intern - HR Data Analyst,"Mahwah, NJ",6,4,3,5,"Sharp Electronics is a well-established company with a strong presence in the electronics industry, but it may not be as well-known for its internship opportunities as some other companies.","The resume does not have any direct experience in HR or data analysis, but the student has experience in software engineering and data science, which could be transferable to an HR data analyst role.","Given the lack of direct experience and the company's relatively low competitiveness, cold emailing may not be the most effective way to get the student's foot in the door.",https://careers-sharpusa.icims.com/jobs/8680/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sharp%20Electronics%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sharp%20Electronics%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
48,Apply Soon,3,Citizens Financial Group,Data Engineer Intern – Enterprise Technology & Security,United States,8,7,4,5,"Citizens Financial Group is a large financial institution with a strong presence in the US, requiring a high level of technical expertise and experience.","The student's experience in software engineering, data science, and technical skills such as PyTorch, Scikit-learn, and SQL aligns well with the requirements of the Data Engineer Intern role.","Given the large size of the company, it may be challenging to get the attention of the hiring manager or recruiter through a cold email, and a more targeted approach may be more effective.",https://hcgn.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/44430?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Citizens%20Financial%20Group%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Citizens%20Financial%20Group%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,Cambridge Associates,Data Science Intern,"Boston, MA",8,7,6,5,"Cambridge Associates is a highly selective investment firm with a strong focus on data-driven decision making, requiring a high level of technical expertise and experience.","The student's experience in software engineering and data science, along with their projects in algorithmic trading and heart disease prediction, demonstrate a strong fit for the role.","While the student's background is relevant, the highly competitive nature of the company and the role may make cold emailing less effective, and a referral or direct application may be more beneficial.",https://cambridgeassociates.wd5.myworkdayjobs.com/Cambridge_Associates/job/Boston/Data-Science-Intern_JR0000130?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cambridge%20Associates%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cambridge%20Associates%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,Cambridge Associates,Data Science Intern,"Boston, MA",8,7,6,5,"Cambridge Associates is a highly selective investment firm with a strong focus on data-driven decision making, requiring a high level of technical expertise and experience.","The student's experience in software engineering and data science, combined with their projects in algorithmic trading and heart disease prediction, demonstrate a strong fit for the role.","Given the high level of competition for this role, a cold email may be necessary to stand out, but the student's lack of direct experience in the field of investment management may make it less effective.",https://cambridgeassociates.wd5.myworkdayjobs.com/Handshake/job/Boston/Data-Science-Intern_JR0000130-2?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cambridge%20Associates%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cambridge%20Associates%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,HNTB,Data & AI Intern - No/Low-Code + GenAI,"Kansas City, MO",8,7,6,5,"HNTB is a mid-sized engineering firm with a strong presence in the Midwest, but it may not be as well-known as other top tech companies, making it a relatively easier internship to get.","The student's experience in software engineering, data science, and AI, along with their projects in algorithmic trading and deep learning, align well with the role's requirements.","Given the student's current internship at GE Appliances, a cold email may not be the most effective way to stand out, but it could still be worth a try to demonstrate interest in the role and company.",https://hntb.wd5.myworkdayjobs.com/hntb_careers/job/Kansas-City-MO/Data---AI-Intern--No-Low-Code---GenAI----Summer-2026_R-28913?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HNTB%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HNTB%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
54,Apply Soon,3,HNTB,Data & AI Intern - No/Low-Code + GenAI,"Kansas City, MO",6,7,4,5,HNTB is a mid-sized engineering firm with a moderate level of selectivity.,"The resume showcases a strong background in CS and Data Science, with experience in software engineering, machine learning, and data analysis, making it a good fit for the Data & AI Intern role.","Given the moderate level of selectivity and the fact that the resume is a good fit, cold emailing may not be highly effective, but it's worth a try.",https://hntb.wd5.myworkdayjobs.com/hntb_university_careers/job/Kansas-City-MO/Data---AI-Intern--No-Low-Code---GenAI----Summer-2026_R-28913-2?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HNTB%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22HNTB%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
48,Apply Soon,3,Dow Chemical Company,Data Engineer Intern,"Urbana, IL",8,7,4,5,"Dow Chemical is a large, well-established company with a strong presence in the chemical industry, making it moderately competitive.","The student has experience with software engineering and data science, but lacks direct experience with data engineering, making the resume a 7 out of 10 match.","The student is currently interning at GE Appliances, making it less likely that a cold email would be effective in getting their attention.",https://dow.wd1.myworkdayjobs.com/ExternalCareers/job/Kankakee-IL-USA/Data-Engineer-Internship-Summer-2026-at-the-Dow-Delivery-Center-at-UIUC--Champaign--IL-_R2064750?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Dow%20Chemical%20Company%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Dow%20Chemical%20Company%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,Upstart,Data Science Intern - Data Science,United States,8,7,6,5,"Upstart is a well-funded fintech company with a strong data science presence, requiring a high level of technical expertise and experience.","The student has experience with machine learning (PyTorch, Scikit-learn) and has worked on projects involving price prediction and sentiment analysis, which are relevant to Upstart's business.","Given the high level of competition for this role, a well-crafted cold email highlighting the student's relevant skills and experience could potentially increase their chances of getting noticed.",https://careers.upstart.com/jobs?gh_jid=7338780&utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Upstart%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Upstart%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
54,Apply Soon,3,Copeland,Data Analyst Intern,"St. Louis, MO",6,7,4,5,"Copeland is a well-established company with a strong presence in the St. Louis area, but it's not a top-tier tech firm, making it slightly more accessible.","The student's experience in software engineering and data science, as well as their projects in machine learning and data analysis, make them a strong fit for this role.","Given the student's current internship at GE Appliances, it may be more effective to leverage their existing connections within the company rather than sending a cold email.",https://copeland.wd5.myworkdayjobs.com/copeland_external_careers_page/job/St-Louis-MO-USA/XMLNAME-2026-Data-Analyst-Intern_JR113041?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copeland%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Copeland%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
45,Apply Soon,3,Sierra Nevada Corporation,Data Science Intern,"Cherry Hills Village, CO",8,6,4,5,"Sierra Nevada Corporation is a well-established aerospace and defense company with a strong presence in the industry, making it a challenging company to get an internship at.","The resume shows experience in software engineering and data science projects, but lacks direct experience in aerospace or defense, which is a major industry for Sierra Nevada Corporation.","Given the company's size and industry, it may be difficult to get a response from a hiring manager or recruiter through cold emailing, and may not be the most effective use of time.",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Englewood-CO/Data-Science-Intern---Summer-2026_R0028303?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sierra%20Nevada%20Corporation%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sierra%20Nevada%20Corporation%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,🔥 TikTok,Data Science Intern - Advertisement Team - 2026 Summer,"San Jose, CA",8,7,6,5,"TikTok is a highly competitive company with a strong brand presence, requiring exceptional skills and experience.","The student's experience in data science and software engineering, along with projects in machine learning and natural language processing, aligns well with TikTok's advertisement team needs.","Cold emailing may be viable if the student can establish a connection with a current or former employee, but it's not the most effective approach due to TikTok's large size and strict hiring process.",https://lifeattiktok.com/search/7598068289244809525?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20TikTok%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22%F0%9F%94%A5%20TikTok%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
52,Apply Soon,3,Booz Allen,University – 2026 Summer Games Data Scientist Intern,"11 locationsHonolulu, HI | Annapolis Junction, MD | Colorado Springs, CO | McLean, VA | Rome, NY | Panama City, FL | Charleston, SC | Atlanta, GA | Huntsville, AL | San Diego, CA | El Segundo, CA",8,7,6,5,"Booz Allen has a strong reputation for hiring top talent, and the internship is highly competitive.","The student's experience in data science and software engineering, as well as their projects in machine learning and algorithmic trading, align well with the role's requirements.","Given the high competitiveness of the internship, a well-crafted cold email may help the student stand out from the crowd, especially if they can demonstrate a strong understanding of the company's work and the role's responsibilities.",https://bah.wd1.myworkdayjobs.com/Confidential/job/McLean-VA/University--2026-Summer-Games-Data-Scientist-Intern_R0225534-1?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Booz%20Allen%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Booz%20Allen%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
44,Low Priority,3,APL Logistics,Apprentice/Intern - Data Science & BI - Wms,"Scottsdale, AZ",6,4,3,5,"APL Logistics has a relatively competitive internship program, but it's still possible to get in with the right skills and experience.","The resume doesn't have direct experience in logistics or supply chain management, but the data science and BI skills could be relevant.",Cold emailing may not be effective due to the high volume of applications and the company's established recruitment process.,https://hcut.fa.ap2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/3761?utm_source=Simplify&ref=Simplify,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22APL%20Logistics%22%20%22Rose-Hulman%22,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22APL%20Logistics%22%20%28%22University%20Recruiter%22%20OR%20%22Technical%20Recruiter%22%29,
